,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
0,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
2,BMW X3::30d M Sport Pack xDrive,"4,657","1,881","1,678","2,810"
1,BMW X4::20d xLine xDrive,"4,671","1,881","1,624","2,810"
2,BMW X4::30d M Sport Pack xDrive,"4,671","1,881","1,624","2,810"
3,BMW X4::M40i,"4,671","1,901","1,624","2,810"
1,BMW X5::30d xDrive,"4,886","1,938","1,762","2,933"
2,BMW X5::30d Vision 100 Edition xDrive,"4,886","1,938","1,762","2,933"
3,BMW X5::30d xDrive (7인승),"4,886","1,938","1,762","2,933"
4,BMW X5::40d M Sport Pack xDrive,"4,886","1,938","1,762","2,933"
5,BMW X5::M50d xDrive,"4,886","1,938","1,762","2,933"
1,BMW X6::30d xDrive,"4,909","1,989","1,702","2,933"
2,BMW X6::30d Vision 100 Edition xDrive,"4,909","1,989","1,702","2,933"
3,BMW X6::40d xDrive,"4,909","1,989","1,702","2,933"
4,BMW X6::M50d,"4,909","1,989","1,702","2,933"
1,BMW M4::Performance Silence Edition,"4,671","1,870","1,383","2,812"
1,BMW X5 M::X5 M (판매중단),"4,880","1,985","1,754","2,933"
1,BMW X6 M::X6 M,"4,909","1,989","1,689","2,933"
1,르노삼성 QM6::SE,"4,675","1,845","1,680","2,705"
2,르노삼성 QM6::LE,"4,675","1,845","1,680","2,705"
3,르노삼성 QM6::RE,"4,675","1,845","1,680","2,705"
4,르노삼성 QM6::RE Signature,"4,675","1,845","1,680","2,705"
1,기아 쏘울 EV (전기차)::EV (내비게이션 미적용),"4,140","1,800","1,600","2,570"
2,기아 쏘울 EV (전기차)::EV,"4,140","1,800","1,600","2,570"
1,르노삼성 QM6::LE,"4,675","1,845","1,680","2,705"
2,르노삼성 QM6::RE,"4,675","1,845","1,680","2,705"
3,르노삼성 QM6::RE Signature,"4,675","1,845","1,680","2,705"
1,기아 스포티지::트렌디,"4,480","1,855","1,635","2,670"
2,기아 스포티지::노블레스,"4,480","1,855","1,645","2,670"
3,기아 스포티지::노블레스 스페셜,"4,480","1,855","1,645","2,670"
1,기아 스포티지::트렌디,"4,480","1,855","1,635","2,670"
2,기아 스포티지::트렌디,"4,480","1,855","1,635","2,670"
3,기아 스포티지::프레스티지,"4,480","1,855","1,645","2,670"
4,기아 스포티지::노블레스,"4,480","1,855","1,645","2,670"
5,기아 스포티지::노블레스 스페셜,"4,480","1,855","1,645","2,670"
1,기아 스포티지::트렌디,"4,480","1,855","1,635","2,670"
2,기아 스포티지::프레스티지,"4,480","1,855","1,645","2,670"
3,기아 스포티지::노블레스,"4,480","1,855","1,645","2,670"
4,기아 스포티지::노블레스 스페셜,"4,480","1,855","1,645","2,670"
1,벤츠 A-Class::A 200,"4,305","1,770","1,445","2,699"
1,벤츠 B-class::B 200 d,"4,400","1,780","1,555","2,700"
1,벤츠 C-Class::C200,"4,700","1,810","1,445","2,840"
2,벤츠 C-Class::C200 Avantgarde,"4,700","1,810","1,445","2,840"
3,벤츠 C-Class::C200 AMG Line,"4,715","1,800","1,440","2,840"
4,벤츠 C-Class::C200d,"4,700","1,810","1,445","2,840"
5,벤츠 C-Class::C220d 4Matic,"4,700","1,810","1,465","2,840"
6,벤츠 C-Class::C220d Avantgarde,"4,700","1,810","1,445","2,840"
7,벤츠 C-Class::C220d Exclusive,"4,700","1,810","1,445","2,840"
8,벤츠 C-Class::C250d 4Matic,"4,700","1,810","1,465","2,840"
9,벤츠 C-Class::C450 AMG Sport 4Matic,"4,720","1,810","1,450","2,840"
1,벤츠 E-Class::E 200,"4,740","1,790","1,400","2,760"
2,벤츠 E-Class::E 400,"4,740","1,790","1,400","2,760"
1,벤츠 E-Class::E 200,"4,740","1,790","1,400","2,760"
2,벤츠 E-Class::E 400,"4,740","1,790","1,400","2,760"
1,벤츠 S-Class::S 400 4Matic,"5,045","1,915","1,435","2,945"
1,벤츠 GLC-Class::GLC220d 4Matic,"4,660","1,890","1,640","2,875"
2,벤츠 GLC-Class::GLC220d Premium 4Matic,"4,660","1,890","1,640","2,875"
3,벤츠 GLC-Class::GLC250d 4Matic,"4,660","1,890","1,650","2,875"
1,현대 i30::1.6 스마트,"4,340","1,795","1,455","2,650"
2,현대 i30::1.6 모던,"4,340","1,795","1,455","2,650"
3,현대 i30::1.6 프리미엄,"4,340","1,795","1,455","2,650"
1,벤츠 SLC-Class::AMG SLC43,"4,145","1,820","1,305","2,432"
1,쉐보레 올란도::LS 고급형,"4,665","1,835","1,635","2,760"
2,쉐보레 올란도::LT 프리미엄,"4,665","1,835","1,635","2,760"
3,쉐보레 올란도::LT 컨비니언스,"4,665","1,835","1,635","2,760"
4,쉐보레 올란도::LT 세이프티,"4,665","1,835","1,635","2,760"
5,쉐보레 올란도::LTZ 프리미엄,"4,665","1,835","1,635","2,760"
6,쉐보레 올란도::LTZ 세이프티,"4,665","1,835","1,635","2,760"
7,쉐보레 올란도::스페셜 에디션 다이나믹,"4,665","1,835","1,635","2,760"
8,쉐보레 올란도::스페셜 에디션 퍼펙트 블랙,"4,665","1,835","1,635","2,760"
1,쌍용 코란도 투리스모::TX 4WD,"5,130","1,915","1,850","3,000"
2,쌍용 코란도 투리스모::RX 4WD,"5,130","1,915","1,850","3,000"
3,쌍용 코란도 투리스모::Outdoor Edition 4WD,"5,130","1,915","1,850","3,000"
1,쌍용 티볼리 에어::2WD AX,"4,440","1,795","1,635","2,600"
2,쌍용 티볼리 에어::2WD AX,"4,440","1,795","1,635","2,600"
3,쌍용 티볼리 에어::2WD IX,"4,440","1,795","1,635","2,600"
4,쌍용 티볼리 에어::2WD RX,"4,440","1,795","1,635","2,600"
5,쌍용 티볼리 에어::4WD AX,"4,440","1,795","1,635","2,600"
6,쌍용 티볼리 에어::4WD IX,"4,440","1,795","1,635","2,600"
7,쌍용 티볼리 에어::4WD RX,"4,440","1,795","1,635","2,600"
1,쌍용 티볼리 에어::2WD IX,"4,440","1,795","1,635","2,600"
2,쌍용 티볼리 에어::2WD RX,"4,440","1,795","1,635","2,600"
3,쌍용 티볼리 에어::4WD RX,"4,440","1,795","1,635","2,600"
1,쌍용 코란도 투리스모::TX 4WD,"5,130","1,915","1,815","3,000"
2,쌍용 코란도 투리스모::RX 4WD,"5,130","1,915","1,815","3,000"
1,기아 쏘렌토::럭셔리 (5인승),"4,780","1,890","1,685","2,780"
2,기아 쏘렌토::프레스티지 (5인승),"4,780","1,890","1,690","2,780"
3,기아 쏘렌토::프레스티지 (7인승),"4,780","1,890","1,690","2,780"
4,기아 쏘렌토::노블레스 (5인승),"4,780","1,890","1,690","2,780"
5,기아 쏘렌토::노블레스 (7인승),"4,780","1,890","1,690","2,780"
6,기아 쏘렌토::노블레스 스페셜 (5인승),"4,780","1,890","1,690","2,780"
7,기아 쏘렌토::노블레스 스페셜 (7인승),"4,780","1,890","1,690","2,780"
1,기아 쏘렌토::프레스티지 (5인승),"4,780","1,890","1,690","2,780"
2,기아 쏘렌토::프레스티지 (7인승),"4,780","1,890","1,690","2,780"
3,기아 쏘렌토::노블레스 (5인승),"4,780","1,890","1,690","2,780"
4,기아 쏘렌토::노블레스 (7인승),"4,780","1,890","1,690","2,780"
5,기아 쏘렌토::노블레스 스페셜 (5인승),"4,780","1,890","1,690","2,780"
6,기아 쏘렌토::노블레스 스페셜 (7인승),"4,780","1,890","1,690","2,780"
1,기아 쏘렌토::프레스티지 (5인승),"4,780","1,890","1,690","2,780"
2,기아 쏘렌토::프레스티지 (7인승),"4,780","1,890","1,690","2,780"
3,기아 쏘렌토::노블레스 (5인승),"4,780","1,890","1,690","2,780"
4,기아 쏘렌토::노블레스 (7인승),"4,780","1,890","1,690","2,780"
5,기아 쏘렌토::노블레스 스페셜 (5인승),"4,780","1,890","1,690","2,780"
6,기아 쏘렌토::노블레스 스페셜 (7인승),"4,780","1,890","1,690","2,780"
1,캐딜락 CTS::6.2 V8,"5,020","1,865","1,445","2,910"
2,캐딜락 CTS::6.2 V8 Carbon Package,"5,020","1,865","1,445","2,910"
1,쉐보레 더 뉴 아베오::1.4 Turbo LS,"4,420","1,735","1,515","2,525"
2,쉐보레 더 뉴 아베오::1.4 Turbo LS,"4,420","1,735","1,515","2,525"
3,쉐보레 더 뉴 아베오::1.4 Turbo LT,"4,420","1,735","1,515","2,525"
1,르노삼성 SM6::PE,"4,850","1,870","1,460","2,810"
2,르노삼성 SM6::SE,"4,850","1,870","1,460","2,810"
1,벤츠 A-Class::A 45 AMG 4Matic,"4,350","1,770","1,435","2,700"
1,렉서스 NX::300h Supreme,"4,630","1,845","1,640","2,660"
2,렉서스 NX::300h Executive,"4,630","1,845","1,640","2,660"
1,렉서스 NX::200t Supreme,"4,630","1,845","1,645","2,660"
2,렉서스 NX::200t Executive,"4,630","1,845","1,645","2,660"
3,렉서스 NX::200t F-Sport,"4,630","1,845","1,645","2,660"
1,볼보 S90::D4 Momentum,"4,965","1,880","1,445","2,941"
2,볼보 S90::D4 Inscription,"4,965","1,880","1,445","2,941"
3,볼보 S90::D5 Momentum AWD,"4,965","1,880","1,445","2,941"
4,볼보 S90::D5 Inscription AWD,"4,965","1,880","1,445","2,941"
5,볼보 S90::D5 R-Design AWD,"4,965","1,880","1,445","2,941"
1,볼보 S60::D3 Momentum,"4,635","1,865","1,480","2,775"
2,볼보 S60::D4 Summum,"4,635","1,865","1,480","2,775"
3,볼보 S60::D5 R-Design,"4,635","1,865","1,480","2,775"
1,볼보 S60::T5 Summum,"4,635","1,865","1,480","2,775"
2,볼보 S60::T5 R-Design,"4,635","1,865","1,480","2,775"
3,볼보 S60::T6 R-Design,"4,635","1,865","1,480","2,775"
1,볼보 S60 Cross Country::D4 AWD Summum,"4,635","1,865","1,540","2,775"
1,볼보 V60::D3 Momentum,"4,635","1,865","1,480","2,775"
2,볼보 V60::D4 Summum,"4,635","1,865","1,480","2,775"
1,볼보 V60 Cross Country::D4 Summum,"4,635","1,865","1,545","2,775"
2,볼보 V60 Cross Country::D4 Summum AWD,"4,635","1,865","1,545","2,775"
1,볼보 V60 Cross Country::T5 Summum AWD,"4,635","1,865","1,545","2,775"
1,볼보 V40 Cross Country::D3 Momentum,"4,370","1,800","1,470","2,645"
2,볼보 V40 Cross Country::D4 Summum,"4,370","1,800","1,470","2,645"
1,볼보 V40 Cross Country::T5 Summum AWD,"4,370","1,800","1,470","2,645"
1,볼보 XC60::D3 Momentum,"4,645","1,890","1,715","2,775"
2,볼보 XC60::D4 Summum,"4,645","1,890","1,715","2,775"
3,볼보 XC60::D5 AWD Summum,"4,645","1,890","1,715","2,775"
4,볼보 XC60::D5 AWD R-Design,"4,645","1,890","1,715","2,775"
1,볼보 XC90::T6 R-Design AWD,"4,950","2,010","1,775","2,984"
2,볼보 XC90::T6 Inscription AWD,"4,950","2,010","1,775","2,984"
3,볼보 XC90::T8 Inscription AWD,"4,950","2,010","1,775","2,984"
4,볼보 XC90::T8 Excellence AWD,"4,950","2,010","1,775","2,984"
1,볼보 XC90::T6 R-Design AWD,"4,950","2,010","1,775","2,984"
2,볼보 XC90::T6 Inscription AWD,"4,950","2,010","1,775","2,984"
3,볼보 XC90::T8 Inscription AWD,"4,950","2,010","1,775","2,984"
4,볼보 XC90::T8 Excellence AWD,"4,950","2,010","1,775","2,984"
1,볼보 S80::T5 Momentum,"4,855","1,875","1,495","2,835"
2,볼보 S80::T5 Summum,"4,855","1,875","1,495","2,835"
3,볼보 S80::T5 Inscription,"4,855","1,875","1,495","2,835"
1,벤츠 GLE-Class::GLE250d 4Matic,"4,830","1,935","1,770","2,915"
2,벤츠 GLE-Class::GLE350d 4Matic,"4,830","1,935","1,770","2,915"
3,벤츠 GLE-Class::AMG GLE63 4Matic,"4,845","1,965","1,760","2,915"
1,제네시스 G80::스포츠 RWD,"4,990","1,890","1,480","3,010"
2,제네시스 G80::스포츠 AWD,"4,990","1,890","1,480","3,010"
1,벤츠 GLE-Class::GLE350d 4Matic,"4,880","2,030","1,725","2,915"
1,벤츠 GLS-Class::GLS350d 4Matic,"5,130","1,980","1,880","3,075"
1,벤츠 CLA-Class::CLA250 4Matic,"4,645","1,785","1,430","2,700"
1,쌍용 G4 렉스턴::2WD Luxury,"4,850","1,960","1,825","2,865"
2,쌍용 G4 렉스턴::2WD Luxury Prime,"4,850","1,960","1,825","2,865"
3,쌍용 G4 렉스턴::2WD Majesty,"4,850","1,960","1,825","2,865"
4,쌍용 G4 렉스턴::4WD Luxury,"4,850","1,960","1,825","2,865"
5,쌍용 G4 렉스턴::4WD Luxury Prime,"4,850","1,960","1,825","2,865"
6,쌍용 G4 렉스턴::4WD Majesty,"4,850","1,960","1,825","2,865"
7,쌍용 G4 렉스턴::4WD Heritage,"4,850","1,960","1,825","2,865"
1,렉서스 CT::200h Supreme,"4,350","1,765","1,445","2,600"
2,렉서스 CT::200h F-Sport,"4,350","1,765","1,445","2,600"
1,토요타 Camry::LE Hybrid,"4,850","1,820","1,470","2,775"
2,토요타 Camry::XLE Hybrid,"4,850","1,820","1,470","2,775"
1,벤츠 GLE-Class::GLE250d 4Matic,"4,830","1,935","1,770","2,915"
2,벤츠 GLE-Class::GLE350d 4Matic,"4,830","1,935","1,770","2,915"
1,BMW 5 Series::520d M Sport Package,"4,936","1,868","1,479","2,975"
2,BMW 5 Series::520d M Sport Package xDrive,"4,936","1,868","1,479","2,975"
3,BMW 5 Series::520d M Sport Package Plus,"4,936","1,868","1,479","2,975"
4,BMW 5 Series::520d M Sport Package Plus xDrive,"4,936","1,868","1,479","2,975"
5,BMW 5 Series::520d M Sport Package Plus Comfort,"4,936","1,868","1,479","2,975"
6,BMW 5 Series::520d M Sport Package Plus Comfort xDrive,"4,936","1,868","1,479","2,975"
7,BMW 5 Series::530d M Sport Package,"4,936","1,868","1,479","2,975"
8,BMW 5 Series::530i M Sport Package,"4,936","1,868","1,479","2,975"
9,BMW 5 Series::530i M Sport Package xDrive,"4,936","1,868","1,479","2,975"
10,BMW 5 Series::530i M Sport Package Plus,"4,936","1,868","1,479","2,975"
11,BMW 5 Series::530i M Sport Package Plus xDrive,"4,936","1,868","1,479","2,975"
12,BMW 5 Series::530i M Sport Package Plus Comfort,"4,936","1,868","1,479","2,975"
13,BMW 5 Series::530i M Sport Package Plus Comfort xDrive,"4,936","1,868","1,479","2,975"
1,미니 Convertible::COOPER,"3,821","1,727","1,415","2,495"
2,미니 Convertible::COOPER S,"3,850","1,727","1,415","2,495"
3,미니 Convertible::COOPER S MC15,"3,850","1,727","1,415","2,495"
1,쉐보레 트랙스::LS,"4,255","1,775","1,650","2,555"
2,쉐보레 트랙스::LS 디럭스,"4,255","1,775","1,650","2,555"
3,쉐보레 트랙스::LT,"4,255","1,775","1,680","2,555"
4,쉐보레 트랙스::LT 디럭스,"4,255","1,775","1,680","2,555"
5,쉐보레 트랙스::LTZ,"4,255","1,775","1,680","2,555"
6,쉐보레 트랙스::퍼펙트 블랙,"4,255","1,775","1,680","2,555"
1,BMW 4 Series::420d M Sport Pack,"4,638","1,825","1,377","2,810"
2,BMW 4 Series::420d M Sport Pack xDrive,"4,638","1,825","1,362","2,810"
3,BMW 4 Series::428i M Sport Pack,"4,638","1,825","1,362","2,810"
1,BMW 4 Series::420i Luxury Line,"4,638","1,825","1,389","2,810"
2,BMW 4 Series::420d Luxury Line,"4,638","1,825","1,389","2,810"
3,BMW 4 Series::420d Sport Line xDrive,"4,638","1,825","1,404","2,810"
4,BMW 4 Series::435d M Sport Pack xDrive,"4,638","1,825","1,404","2,810"
1,시트로엥 DS3::Be Chic,"3,950","1,715","1,470","2,465"
2,시트로엥 DS3::So Chic,"3,950","1,715","1,470","2,465"
1,볼보 V90 Cross Country::D5,"4,940","1,880","1,545","2,941"
2,볼보 V90 Cross Country::D5 Pro,"4,940","1,880","1,545","2,941"
1,렉서스 CT::200h Supreme,"4,350","1,765","1,445","2,600"
2,렉서스 CT::200h F-Sport,"4,350","1,765","1,445","2,600"
1,렉서스 ES::300h Premium,"4,900","1,820","1,450","2,820"
2,렉서스 ES::300h Supreme,"4,900","1,820","1,450","2,820"
3,렉서스 ES::300h Executive,"4,900","1,820","1,450","2,820"
4,렉서스 ES::350 Premium,"4,900","1,820","1,450","2,820"
5,렉서스 ES::350 Supreme,"4,900","1,820","1,450","2,820"
6,렉서스 ES::350 Executive,"4,900","1,820","1,450","2,820"
1,렉서스 GS::200t Supreme,"4,880","1,840","1,455","2,850"
2,렉서스 GS::350 F Sport,"4,880","1,840","1,455","2,850"
3,렉서스 GS::350 Executive,"4,880","1,840","1,455","2,850"
4,렉서스 GS::450h F Sport,"4,880","1,840","1,455","2,850"
5,렉서스 GS::450h Supreme,"4,880","1,840","1,455","2,850"
6,렉서스 GS::GS F,"4,915","1,845","1,440","2,850"
1,렉서스 RC::200t F SPORT,"4,695","1,840","1,395","2,730"
2,렉서스 RC::350 F SPORT,"4,695","1,840","1,395","2,730"
3,렉서스 RC::RC F,"4,705","1,845","1,390","2,730"
1,BMW 2 Series Active Tourer::Joy,"4,342","1,800","1,555","2,670"
2,BMW 2 Series Active Tourer::Luxury,"4,342","1,800","1,555","2,670"
1,BMW X1::18d xDrive,"4,439","1,821","1,598","2,670"
2,BMW X1::20d xDrive,"4,439","1,821","1,598","2,670"
3,BMW X1::20d M Sport Pack xDrive,"4,439","1,821","1,598","2,670"
1,BMW 1 Series::118d Joy,"4,329","1,765","1,440","2,690"
2,BMW 1 Series::118d Sport,"4,329","1,765","1,440","2,690"
1,BMW 3 Series::320d ED,"4,633","1,811","1,416","2,810"
2,BMW 3 Series::320d,"4,633","1,811","1,429","2,810"
3,BMW 3 Series::320d M Sport Pack,"4,633","1,811","1,429","2,810"
4,BMW 3 Series::320d xDrive,"4,633","1,811","1,434","2,810"
5,BMW 3 Series::320i Luxury Line,"4,633","1,811","1,429","2,810"
6,BMW 3 Series::320i M Sport Pack,"4,633","1,811","1,429","2,810"
7,BMW 3 Series::328i M Sport Pack,"4,633","1,811","1,429","2,810"
1,르노삼성 SM3 네오::PE,"4,620","1,810","1,475","2,700"
2,르노삼성 SM3 네오::SE,"4,620","1,810","1,475","2,700"
3,르노삼성 SM3 네오::LE,"4,620","1,810","1,475","2,700"
4,르노삼성 SM3 네오::RE,"4,620","1,810","1,475","2,700"
1,르노삼성 SM3 네오::SE,"4,620","1,810","1,475","2,700"
2,르노삼성 SM3 네오::LE,"4,620","1,810","1,475","2,700"
1,BMW 4 Series::420d M Sport Pack,"4,638","1,825","1,377","2,810"
2,BMW 4 Series::420d M Sport Pack xDrive,"4,638","1,825","1,362","2,810"
3,BMW 4 Series::428i M Sport Pack,"4,638","1,825","1,362","2,810"
1,BMW 4 Series::420i Luxury Line,"4,638","1,825","1,389","2,810"
2,BMW 4 Series::420i M Sport Pack,"4,638","1,825","1,389","2,810"
3,BMW 4 Series::420d Luxury Line,"4,638","1,825","1,389","2,810"
4,BMW 4 Series::420d Sport Line xDrive,"4,638","1,825","1,404","2,810"
5,BMW 4 Series::435d M Sport Pack xDrive,"4,638","1,825","1,404","2,810"
1,BMW 4 Series::428i M Sport Pack,"4,638","1,825","1,384","2,810"
1,BMW M4::Performance Silence Edition,"4,671","1,870","1,383","2,812"
2,BMW M4::Paintwork Edition,"4,671","1,870","1,383","2,812"
1,BMW M4::Performance Silence Edition,"4,671","1,870","1,386","2,812"
2,BMW M4::Paintwork Edition,"4,671","1,870","1,386","2,812"
1,BMW Gran Turismo::GT ED Luxury Line,"5,004","1,901","1,559","3,070"
2,BMW Gran Turismo::GT 30d Luxury Line xDrive,"5,004","1,901","1,559","3,070"
3,BMW Gran Turismo::GT 35i Luxury Line xDrive,"5,004","1,901","1,559","3,070"
1,BMW X5::30d xDrive,"4,886","1,938","1,762","2,933"
2,BMW X5::40d M Sport Pack xDrive,"4,886","1,938","1,762","2,933"
3,BMW X5::M50d xDrive,"4,886","1,938","1,762","2,933"
1,BMW X6::30d xDrive,"4,909","1,989","1,702","2,933"
2,BMW X6::40d xDrive,"4,909","1,989","1,702","2,933"
3,BMW X6::M50d,"4,909","1,989","1,702","2,933"
1,미니 Clubman::Cooper,"4,253","1,800","1,441","2,670"
2,미니 Clubman::Cooper Hightrim,"4,253","1,800","1,441","2,670"
3,미니 Clubman::Cooper S,"4,253","1,800","1,441","2,670"
4,미니 Clubman::Cooper D,"4,253","1,800","1,441","2,670"
5,미니 Clubman::Cooper D Hightrim,"4,253","1,800","1,441","2,670"
6,미니 Clubman::Cooper SD,"4,253","1,800","1,441","2,670"
1,현대 쏠라티::스탠다드 15인승,"6,195","2,038","2,665","3,670"
2,현대 쏠라티::스탠다드 15인승,"6,195","2,038","2,665","3,670"
3,현대 쏠라티::디럭스 14인승,"6,195","2,038","2,665","3,670"
4,현대 쏠라티::디럭스 14인승,"6,195","2,038","2,665","3,670"
5,현대 쏠라티::디럭스 15인승,"6,195","2,038","2,665","3,670"
6,현대 쏠라티::디럭스 15인승,"6,195","2,038","2,665","3,670"
7,현대 쏠라티::디럭스 16인승,"6,195","2,038","2,665","3,670"
8,현대 쏠라티::디럭스 16인승,"6,195","2,038","2,665","3,670"
9,현대 쏠라티::럭셔리 14인승,"6,195","2,038","2,665","3,670"
10,현대 쏠라티::럭셔리 14인승,"6,195","2,038","2,665","3,670"
11,현대 쏠라티::럭셔리 15인승,"6,195","2,038","2,665","3,670"
12,현대 쏠라티::럭셔리 15인승,"6,195","2,038","2,665","3,670"
1,벤츠 GLE-Class::AMG GLE63 S 4Matic,"4,900","2,030","1,725","2,915"
1,벤츠 GLC-Class::AMG GLC43 4Matic,"4,665","1,935","1,640","2,873"
1,벤츠 E-Class::E 200,"4,740","1,790","1,400","2,760"
1,푸조 2008::1.6 BlueHDi Feline (P/A),"4,160","1,740","1,555","2,540"
1,쉐보레 올 뉴 크루즈::LS,"4,665","1,805","1,465","2,700"
2,쉐보레 올 뉴 크루즈::LT,"4,665","1,805","1,465","2,700"
3,쉐보레 올 뉴 크루즈::LT 디럭스,"4,665","1,805","1,465","2,700"
4,쉐보레 올 뉴 크루즈::LTZ,"4,665","1,805","1,465","2,700"
5,쉐보레 올 뉴 크루즈::LTZ 디럭스,"4,665","1,805","1,465","2,700"
1,쌍용 코란도 C::KX,"4,410","1,830","1,675","2,650"
2,쌍용 코란도 C::KX,"4,410","1,830","1,675","2,650"
3,쌍용 코란도 C::RX 고급형,"4,410","1,830","1,715","2,650"
4,쌍용 코란도 C::RX 최고급형,"4,410","1,830","1,715","2,650"
5,쌍용 코란도 C::DX,"4,410","1,830","1,715","2,650"
6,쌍용 코란도 C::익스트림 에디션,"4,410","1,830","1,715","2,650"
1,BMW 7 Series::730d M Sport Pack xDrive,"5,098","1,902","1,467","3,070"
2,BMW 7 Series::730Ld M Sport Pack xDrive,"5,238","1,902","1,479","3,210"
3,BMW 7 Series::740d M Sport Pack xDrive,"5,098","1,902","1,467","3,070"
4,BMW 7 Series::740Ld M Sport Pack xDrive,"5,238","1,902","1,479","3,210"
5,BMW 7 Series::740Li M Sport Pack xDrive,"5,238","1,902","1,479","3,210"
6,BMW 7 Series::750Li Premium xDrive,"5,238","1,902","1,479","3,210"
7,BMW 7 Series::750Li Luxury xDrive,"5,238","1,902","1,479","3,210"
8,BMW 7 Series::750Li xDrive,"5,238","1,902","1,479","3,210"
9,BMW 7 Series::750Li Prestige xDrive,"5,238","1,902","1,479","3,210"
10,BMW 7 Series::750Li Vision 100 Edition xDrive,"5,238","1,902","1,479","3,210"
11,BMW 7 Series::M760Li xDrive,"5,238","1,902","1,479","3,210"
1,벤츠 GLA-Class::GLA 200 d,"4,440","1,805","1,540","2,700"
2,벤츠 GLA-Class::GLA 200 d Activity Edition 4Matic,"4,440","1,805","1,550","2,700"
1,마세라티 Ghibli::Standard,"4,970","1,945","1,455","3,000"
2,마세라티 Ghibli::S Q4,"4,970","1,945","1,455","3,000"
3,마세라티 Ghibli::Sport,"4,970","1,945","1,455","3,000"
4,마세라티 Ghibli::Diesel,"4,970","1,945","1,455","3,000"
5,마세라티 Ghibli::Diesel Luxury,"4,970","1,945","1,455","3,000"
1,재규어 F-Type::3.0SC,"4,470","1,923","1,311","2,622"
2,재규어 F-Type::3.0SC S,"4,470","1,923","1,311","2,622"
3,재규어 F-Type::3.0SC S British Design Edition,"4,470","1,923","1,311","2,622"
4,재규어 F-Type::3.0SC S AWD,"4,470","1,923","1,311","2,622"
5,재규어 F-Type::5.0SC R AWD,"4,470","1,923","1,314","2,622"
6,재규어 F-Type::5.0SC SVR,"4,475","1,923","1,311","2,622"
1,재규어 F-Type::3.0SC,"4,470","2,042","1,308","2,622"
2,재규어 F-Type::3.0SC S,"4,470","2,042","1,308","2,622"
3,재규어 F-Type::3.0SC S British Design Edition,"4,470","2,042","1,308","2,622"
4,재규어 F-Type::3.0SC S AWD,"4,470","2,042","1,308","2,622"
5,재규어 F-Type::5.0SC R AWD,"4,470","2,042","1,311","2,622"
6,재규어 F-Type::5.0SC SVR,"4,475","2,042","1,308","2,622"
1,랜드로버 Discovery::3.0 SDV6 SE,"4,835","1,915","1,885","2,885"
2,랜드로버 Discovery::3.0 SDV6 HSE,"4,835","1,915","1,885","2,885"
1,벤츠 C-Class::AMG C43 4Matic,"4,720","1,810","1,450","2,840"
2,벤츠 C-Class::AMG C63,"4,735","1,840","1,435","2,840"
3,벤츠 C-Class::AMG C63 S,"4,735","1,840","1,435","2,840"
1,벤츠 CLS-Class::CLS 63 AMG 4Matic,"4,970","1,880","1,415","2,875"
2,벤츠 CLS-Class::CLS 63 AMG S 4Matic,"4,970","1,880","1,415","2,875"
1,벤츠 S-Class::S 63 AMG Long 4Matic,"5,300","1,910","1,500","3,165"
2,벤츠 S-Class::S 65 AMG Long,"5,300","1,910","1,500","3,165"
1,벤츠 C-Class::AMG C63 S Edition1,"4,750","1,890","1,430","2,840"
1,벤츠 S-Class::S 63 AMG 4Matic,"5,045","1,915","1,435","2,945"
2,벤츠 S-Class::S 65 AMG,"5,045","1,915","1,425","2,945"
1,벤츠 GLA-Class::GLA 45 AMG 4Matic,"4,450","1,805","1,480","2,700"
1,벤츠 GLE-Class::AMG GLE63 4Matic,"4,845","1,965","1,760","2,915"
1,벤츠 A-Class::A 200,"4,305","1,770","1,445","2,699"
2,벤츠 A-Class::A 200 AMG Line,"4,305","1,770","1,445","2,699"
3,벤츠 A-Class::A 200,"4,305","1,770","1,445","2,699"
1,벤츠 A-Class::A 45 AMG 4Matic,"4,360","1,780","1,445","2,700"
2,벤츠 A-Class::A 45 AMG 4Matic,"4,350","1,770","1,435","2,700"
1,벤츠 B-class::B 200 d,"4,400","1,780","1,555","2,700"
1,벤츠 CLA-Class::CLA250 4Matic,"4,665","1,775","1,435","2,700"
2,벤츠 CLA-Class::CLA250 AMG Line 4Matic,"4,665","1,775","1,435","2,700"
1,벤츠 C-Class::C200,"4,700","1,810","1,460","2,840"
2,벤츠 C-Class::C200 Avantgarde,"4,700","1,810","1,445","2,840"
3,벤츠 C-Class::C200d,"4,700","1,810","1,455","2,840"
4,벤츠 C-Class::C220d 4Matic,"4,700","1,810","1,465","2,840"
5,벤츠 C-Class::C220d Avantgarde,"4,700","1,810","1,445","2,840"
6,벤츠 C-Class::C220d Exclusive,"4,700","1,810","1,445","2,840"
7,벤츠 C-Class::C250d 4Matic,"4,700","1,810","1,465","2,840"
1,벤츠 C-Class::AMG C43 4Matic,"4,720","1,810","1,450","2,840"
2,벤츠 C-Class::AMG C63,"4,735","1,840","1,435","2,840"
3,벤츠 C-Class::AMG C63 S,"4,735","1,840","1,435","2,840"
1,벤츠 E-Class::E200 Avantgarde,"4,925","1,850","1,460","2,940"
2,벤츠 E-Class::E220d Avantgarde,"4,925","1,850","1,460","2,940"
